time,frame number,x position,y position,z position
0,82,699.5,532.0,0
0,83,700.5,532.0,0
0,84,699.5,532.0,0
0,85,700.5,532.0,0
0,86,699.5,532.0,0
0,87,700.5,532.0,0
0,88,699.5,532.0,0
0,89,700.5,532.0,0
0,90,699.5,532.0,0
0,91,700.5,532.0,0
0,92,699.5,532.0,0
0,93,700.5,532.0,0
0,94,699.5,532.0,0
0,95,700.5,532.0,0
0,96,701.5,532.0,0
0,97,702.5,532.0,0
0,98,701.5,532.0,0
0,99,702.5,532.0,0
0,100,701.5,532.0,0
0,101,702.5,532.0,0
0,102,701.5,532.0,0
0,103,702.5,532.0,0
0,104,701.5,532.0,0
0,105,702.5,532.0,0
0,106,701.5,532.0,0
0,107,702.5,532.0,0
0,108,701.5,532.0,0
0,109,702.5,532.0,0
0,110,701.5,532.0,0
0,111,702.5,532.0,0
0,112,701.5,532.0,0
0,113,702.5,532.0,0
0,114,701.5,532.0,0
0,115,702.5,532.0,0
0,116,701.5,532.0,0
0,117,702.5,532.0,0
0,118,701.5,532.0,0
0,119,702.5,532.0,0
0,120,701.5,532.0,0
0,121,702.5,532.0,0
0,122,701.5,532.0,0
0,123,702.5,532.0,0
0,124,701.5,532.0,0
0,125,702.5,532.0,0
0,126,701.5,532.0,0
0,127,702.5,532.0,0
0,128,701.5,532.0,0
0,129,702.5,532.0,0
0,130,701.5,532.0,0
0,131,702.5,532.0,0
0,132,701.5,532.0,0
0,133,702.5,532.0,0
0,134,701.5,532.0,0
0,135,702.5,532.0,0
0,136,701.5,532.0,0
0,137,702.5,532.0,0
0,138,701.5,532.0,0
0,139,702.5,532.0,0
0,140,701.5,532.0,0
0,141,702.5,532.0,0
0,142,701.5,532.0,0
0,143,702.5,532.0,0
0,144,701.5,532.0,0
0,145,700.5,532.0,0
0,146,699.5,532.0,0
0,147,700.5,532.0,0
0,148,699.5,532.0,0
0,149,702.5,532.0,0
0,150,701.5,532.0,0
0,151,702.5,532.0,0
0,152,701.5,532.0,0
0,153,702.5,532.0,0
0,154,701.5,532.0,0
0,155,702.5,532.0,0
0,156,701.5,532.0,0
0,157,702.5,532.0,0
0,158,701.5,532.0,0
0,159,700.5,532.0,0
0,160,699.5,532.0,0
0,161,700.5,532.0,0
0,162,699.5,532.0,0
0,163,700.5,532.0,0
0,164,701.5,532.0,0
0,165,702.5,532.0,0
0,166,701.5,532.0,0
0,167,702.5,532.0,0
0,168,701.5,532.0,0
0,169,702.5,532.0,0
0,170,701.5,532.0,0
0,171,702.5,532.0,0
0,172,701.5,532.0,0
0,173,702.5,532.0,0
0,174,701.5,532.0,0
0,175,702.5,532.0,0
0,176,701.5,532.0,0
0,177,702.5,532.0,0
0,178,701.5,532.0,0
0,179,702.5,532.0,0
0,180,701.5,532.0,0
0,181,702.5,532.0,0
0,182,701.5,532.0,0
0,183,702.5,532.0,0
0,184,701.5,532.0,0
0,185,702.5,532.0,0
0,186,701.5,532.0,0
0,187,702.5,532.0,0
0,188,701.5,532.0,0
0,189,702.5,532.0,0
0,190,701.5,532.0,0
0,191,702.5,532.0,0
0,192,701.5,532.0,0
0,193,702.5,532.0,0
0,194,701.5,532.0,0
0,195,702.5,532.0,0
0,196,701.5,532.0,0
0,197,702.5,532.0,0
0,198,701.5,532.0,0
0,199,702.5,532.0,0
0,200,701.5,532.0,0
0,201,702.5,532.0,0
0,202,701.5,532.0,0
0,203,702.5,532.0,0
0,204,701.5,532.0,0
0,205,702.5,532.0,0
0,206,701.5,532.0,0
0,207,702.5,532.0,0
0,208,701.5,532.0,0
0,209,702.5,532.0,0
0,210,701.5,532.0,0
0,211,702.5,532.0,0
0,212,701.5,532.0,0
0,213,702.5,532.0,0
0,214,701.5,532.0,0
0,215,702.5,532.0,0
0,216,701.5,532.0,0
0,217,702.5,532.0,0
0,218,701.5,532.0,0
0,219,702.5,532.0,0
0,220,701.5,532.0,0
0,221,702.5,532.0,0
0,222,701.5,532.0,0
0,223,702.5,532.0,0
0,224,701.5,532.0,0
0,225,702.5,532.0,0
0,226,701.5,532.0,0
0,227,702.5,532.0,0
0,228,701.5,532.0,0
0,229,702.5,532.0,0
0,230,701.5,532.0,0
0,231,702.5,532.0,0
0,232,701.5,532.0,0
0,233,702.5,532.0,0
0,234,701.5,532.0,0
0,235,702.5,532.0,0
0,236,701.5,532.0,0
0,237,702.5,532.0,0
0,238,701.5,532.0,0
0,239,702.5,532.0,0
0,240,701.5,532.0,0
0,241,702.5,532.0,0
0,242,701.5,532.0,0
0,243,702.5,532.0,0
0,244,701.5,532.0,0
0,245,702.5,532.0,0
0,246,701.5,532.0,0
0,247,702.5,532.0,0
0,248,701.5,532.0,0
0,249,702.5,532.0,0
0,250,701.5,532.0,0
0,251,702.5,532.0,0
0,252,701.5,532.0,0
0,253,702.5,532.0,0
0,254,701.5,532.0,0
0,255,702.5,532.0,0
0,256,701.5,532.0,0
0,257,702.5,532.0,0
0,258,701.5,532.0,0
0,259,702.5,532.0,0
0,260,701.5,532.0,0
0,261,702.5,532.0,0
0,262,701.5,532.0,0
0,263,702.5,532.0,0
0,264,701.5,532.0,0
0,265,702.5,532.0,0
0,266,701.5,532.0,0
0,267,702.5,532.0,0
0,268,701.5,532.0,0
0,269,702.5,532.0,0
0,270,701.5,532.0,0
0,271,702.5,532.0,0
0,272,701.5,532.0,0
0,273,702.5,532.0,0
0,274,701.5,532.0,0
0,275,702.5,532.0,0
0,276,701.5,532.0,0
0,277,702.5,532.0,0
0,278,701.5,532.0,0
0,279,702.5,532.0,0
0,280,701.5,532.0,0
0,281,702.5,532.0,0
0,282,701.5,532.0,0
0,283,702.5,532.0,0
0,284,701.5,532.0,0
0,285,702.5,532.0,0
0,286,701.5,532.0,0
0,287,702.5,532.0,0
0,288,701.5,532.0,0
0,289,702.5,532.0,0
0,290,701.5,532.0,0
0,291,702.5,532.0,0
0,292,701.5,532.0,0
0,293,702.5,532.0,0
0,294,701.5,532.0,0
0,295,702.5,532.0,0
0,296,701.5,532.0,0
0,297,702.5,532.0,0
0,298,701.5,532.0,0
0,299,702.5,532.0,0
0,300,701.5,532.0,0
0,301,702.5,532.0,0
0,302,701.5,532.0,0
0,303,702.5,532.0,0
0,304,701.5,532.0,0
0,305,702.5,532.0,0
0,306,701.5,532.0,0
0,307,702.5,532.0,0
0,308,701.5,532.0,0
0,309,702.5,532.0,0
0,310,701.5,532.0,0
0,311,702.5,532.0,0
0,312,701.5,532.0,0
0,313,702.5,532.0,0
0,314,701.5,532.0,0
0,315,702.5,532.0,0
0,316,701.5,532.0,0
0,317,702.5,532.0,0
0,318,701.5,532.0,0
0,319,702.5,532.0,0
0,320,701.5,532.0,0
0,321,702.5,532.0,0
0,322,701.5,532.0,0
0,323,702.5,532.0,0
0,324,701.5,532.0,0
0,325,702.5,532.0,0
0,326,701.5,532.0,0
0,327,702.5,532.0,0
0,328,701.5,532.0,0
0,329,702.5,532.0,0
0,330,701.5,532.0,0
0,331,702.5,532.0,0
0,332,701.5,532.0,0
0,333,702.5,532.0,0
0,334,701.5,532.0,0
0,335,702.5,532.0,0
0,336,701.5,532.0,0
0,337,702.5,532.0,0
0,338,701.5,532.0,0
0,339,702.5,532.0,0
0,340,701.5,532.0,0
0,341,702.5,532.0,0
0,342,701.5,532.0,0
0,343,702.5,532.0,0
0,344,701.5,532.0,0
0,345,702.5,532.0,0
0,346,701.5,532.0,0
0,347,702.5,532.0,0
0,348,701.5,532.0,0
0,349,702.5,532.0,0
0,350,701.5,532.0,0
0,351,702.5,532.0,0
0,352,701.5,532.0,0
0,353,702.5,532.0,0
0,354,701.5,532.0,0
0,355,702.5,532.0,0
0,356,701.5,532.0,0
0,357,702.5,532.0,0
0,358,701.5,532.0,0
0,359,702.5,532.0,0
0,360,701.5,532.0,0
0,361,702.5,532.0,0
0,362,701.5,532.0,0
0,363,702.5,532.0,0
0,364,701.5,532.0,0
0,365,702.5,532.0,0
0,366,701.5,532.0,0
0,367,702.5,532.0,0
0,368,701.5,532.0,0
0,369,702.5,532.0,0
0,370,701.5,532.0,0
0,371,702.5,532.0,0
0,372,701.5,532.0,0
0,373,702.5,532.0,0
0,374,701.5,532.0,0
0,375,702.5,532.0,0
0,376,701.5,532.0,0
0,377,702.5,532.0,0
0,378,701.5,532.0,0
0,379,702.5,532.0,0
0,380,701.5,532.0,0
0,381,702.5,532.0,0
0,382,701.5,532.0,0
0,383,702.5,532.0,0
0,384,701.5,532.0,0
0,385,702.5,532.0,0
0,386,701.5,532.0,0
0,387,702.5,532.0,0
0,388,701.5,532.0,0
0,389,702.5,532.0,0
0,390,701.5,532.0,0
0,391,702.5,532.0,0
0,392,701.5,532.0,0
0,393,702.5,532.0,0
0,394,701.5,532.0,0
0,395,702.5,532.0,0
0,396,701.5,532.0,0
0,397,702.5,532.0,0
0,398,701.5,532.0,0
0,399,702.5,532.0,0
0,400,701.5,532.0,0
0,401,702.5,532.0,0
0,402,701.5,532.0,0
0,403,702.5,532.0,0
0,404,701.5,532.0,0
0,405,702.5,532.0,0
0,406,701.5,532.0,0
0,407,702.5,532.0,0
0,408,701.5,532.0,0
0,409,702.5,532.0,0
0,410,701.5,532.0,0
0,411,702.5,532.0,0
0,412,701.5,532.0,0
0,413,702.5,532.0,0
0,414,701.5,532.0,0
0,415,702.5,532.0,0
0,416,701.5,532.0,0
0,417,702.5,532.0,0
0,418,701.5,532.0,0
0,419,702.5,532.0,0
0,420,701.5,532.0,0
0,421,702.5,532.0,0
0,422,701.5,532.0,0
0,423,702.5,532.0,0
0,424,701.5,532.0,0
0,425,702.5,532.0,0
0,426,701.5,532.0,0
0,427,702.5,532.0,0
0,428,701.5,532.0,0
0,429,702.5,532.0,0
0,430,701.5,532.0,0
0,431,702.5,532.0,0
0,432,701.5,532.0,0
0,433,712.5,530.0,0
0,434,713.5,530.0,0
0,435,714.5,530.0,0
0,436,713.5,530.0,0
0,437,714.5,530.0,0
0,438,731.5,526.0,0
0,439,734.5,526.0,0
0,440,735.5,526.0,0
0,441,736.5,526.0,0
0,442,753.5,524.0,0
0,443,758.5,522.0,0
0,444,757.5,522.0,0
0,445,758.5,522.0,0
0,446,757.5,522.0,0
0,447,776.5,514.0,0
0,448,777.5,512.0,0
0,449,778.5,512.0,0
0,450,779.5,512.0,0
0,451,790.5,498.0,0
0,452,789.5,496.0,0
0,453,790.5,496.0,0
0,454,789.5,496.0,0
0,455,790.5,478.0,0
0,456,789.5,476.0,0
0,457,790.5,476.0,0
0,458,789.5,476.0,0
0,459,784.5,456.0,0
0,460,783.5,454.0,0
0,461,782.5,454.0,0
0,462,781.5,454.0,0
0,463,782.5,454.0,0
0,464,767.5,442.0,0
0,465,764.5,442.0,0
0,466,763.5,442.0,0
0,467,738.5,434.0,0
0,468,735.5,434.0,0
0,469,736.5,434.0,0
0,470,735.5,434.0,0
0,471,736.5,434.0,0
0,472,735.5,434.0,0
0,473,710.5,430.0,0
0,474,705.5,430.0,0
0,475,706.5,430.0,0
0,476,705.5,430.0,0
0,477,676.5,424.0,0
0,478,671.5,424.0,0
0,479,670.5,424.0,0
0,480,669.5,424.0,0
0,481,642.5,416.0,0
0,482,637.5,418.0,0
0,483,638.5,418.0,0
0,484,637.5,418.0,0
0,485,637.5,418.0,0
0,486,637.5,418.0,0
0,487,637.5,418.0,0
0,488,637.5,418.0,0
0,489,637.5,418.0,0
0,490,637.5,418.0,0
0,491,637.5,418.0,0
0,492,637.5,418.0,0
0,493,637.5,418.0,0
0,494,637.5,418.0,0
0,495,637.5,418.0,0
0,496,637.5,418.0,0
0,497,637.5,418.0,0
0,498,637.5,418.0,0
0,499,637.5,418.0,0
0,500,637.5,418.0,0
0,501,637.5,418.0,0
0,502,637.5,418.0,0
0,503,637.5,418.0,0
0,504,637.5,418.0,0
0,505,637.5,418.0,0
0,506,637.5,418.0,0
0,507,637.5,418.0,0
0,508,637.5,418.0,0
0,509,637.5,418.0,0
0,510,637.5,418.0,0
0,511,637.5,418.0,0
0,512,637.5,418.0,0
0,513,637.5,418.0,0
0,514,637.5,418.0,0
0,515,637.5,418.0,0
0,516,637.5,418.0,0
0,517,637.5,418.0,0
0,518,637.5,418.0,0
0,519,637.5,418.0,0
0,520,637.5,418.0,0
0,521,637.5,418.0,0
0,522,637.5,418.0,0
0,523,637.5,418.0,0
0,524,637.5,418.0,0
0,525,637.5,418.0,0
0,526,637.5,418.0,0
0,527,637.5,418.0,0
0,528,637.5,418.0,0
0,529,637.5,418.0,0
0,530,637.5,418.0,0
0,531,637.5,418.0,0
0,532,637.5,418.0,0
0,533,637.5,418.0,0
0,534,637.5,418.0,0
0,535,637.5,418.0,0
0,536,637.5,418.0,0
0,537,637.5,418.0,0
0,538,637.5,418.0,0
0,539,637.5,418.0,0
0,540,637.5,418.0,0
0,541,637.5,418.0,0
0,542,637.5,418.0,0
0,543,637.5,418.0,0
0,544,637.5,418.0,0
0,545,637.5,418.0,0
0,546,637.5,418.0,0
0,547,637.5,418.0,0
0,548,637.5,418.0,0
0,549,637.5,418.0,0
0,550,637.5,418.0,0
0,551,637.5,418.0,0
0,552,637.5,418.0,0
0,553,637.5,418.0,0
0,554,637.5,418.0,0
0,555,637.5,418.0,0
0,556,637.5,418.0,0
0,557,637.5,418.0,0
0,558,637.5,418.0,0
0,559,637.5,418.0,0
0,560,637.5,418.0,0
0,561,637.5,418.0,0
0,562,637.5,418.0,0
0,563,637.5,418.0,0
0,564,637.5,418.0,0
0,565,637.5,418.0,0
0,566,637.5,418.0,0
0,567,637.5,418.0,0
0,568,637.5,418.0,0
0,569,637.5,418.0,0
0,570,637.5,418.0,0
0,571,637.5,418.0,0
0,572,637.5,418.0,0
0,573,637.5,418.0,0
0,574,637.5,418.0,0
0,575,637.5,418.0,0
0,576,637.5,418.0,0
0,577,637.5,418.0,0
0,578,637.5,418.0,0
0,579,637.5,418.0,0
0,580,637.5,418.0,0
0,581,637.5,418.0,0
0,582,637.5,418.0,0
0,583,637.5,418.0,0
0,584,637.5,418.0,0
0,585,637.5,418.0,0
0,586,637.5,418.0,0
0,587,637.5,418.0,0
0,588,637.5,418.0,0
0,589,637.5,418.0,0
0,590,637.5,418.0,0
0,591,637.5,418.0,0
0,592,637.5,418.0,0
0,593,637.5,418.0,0
0,594,637.5,418.0,0
0,595,637.5,418.0,0
0,596,637.5,418.0,0
0,597,637.5,418.0,0
0,598,637.5,418.0,0
0,599,637.5,418.0,0
0,600,637.5,418.0,0
0,601,637.5,418.0,0
0,602,637.5,418.0,0
0,603,637.5,418.0,0
0,604,637.5,418.0,0
0,605,637.5,418.0,0
0,606,637.5,418.0,0
0,607,637.5,418.0,0
0,608,637.5,418.0,0
0,609,637.5,418.0,0
0,610,637.5,418.0,0
0,611,637.5,418.0,0
0,612,637.5,418.0,0
0,613,637.5,418.0,0
0,614,637.5,418.0,0
0,615,637.5,418.0,0
0,616,637.5,418.0,0
0,617,637.5,418.0,0
0,618,637.5,418.0,0
0,619,637.5,418.0,0
0,620,637.5,418.0,0
0,621,637.5,418.0,0
0,622,637.5,418.0,0
0,623,637.5,418.0,0
0,624,637.5,418.0,0
0,625,637.5,418.0,0
0,626,637.5,418.0,0
0,627,637.5,418.0,0
0,628,637.5,418.0,0
0,629,637.5,418.0,0
0,630,637.5,418.0,0
0,631,637.5,418.0,0
0,632,637.5,418.0,0
0,633,637.5,418.0,0
0,634,637.5,418.0,0
0,635,637.5,418.0,0
0,636,637.5,418.0,0
0,637,637.5,418.0,0
0,638,637.5,418.0,0
0,639,637.5,418.0,0
0,640,637.5,418.0,0
0,641,637.5,418.0,0
0,642,637.5,418.0,0
0,643,637.5,418.0,0
0,644,637.5,418.0,0
0,645,637.5,418.0,0
0,646,637.5,418.0,0
0,647,637.5,418.0,0
0,648,637.5,418.0,0
0,649,637.5,418.0,0
0,650,637.5,418.0,0
0,651,637.5,418.0,0
0,652,637.5,418.0,0
0,653,637.5,418.0,0
0,654,637.5,418.0,0
0,655,637.5,418.0,0
0,656,637.5,418.0,0
0,657,637.5,418.0,0
0,658,637.5,418.0,0
0,659,637.5,418.0,0
0,660,637.5,418.0,0
0,661,637.5,418.0,0
0,662,637.5,418.0,0
0,663,637.5,418.0,0
0,664,637.5,418.0,0
0,665,637.5,418.0,0
0,666,637.5,418.0,0
0,667,637.5,418.0,0
0,668,637.5,418.0,0
0,669,637.5,418.0,0
0,670,637.5,418.0,0
0,671,637.5,418.0,0
0,672,637.5,418.0,0
0,673,637.5,418.0,0
0,674,637.5,418.0,0
0,675,637.5,418.0,0
0,676,637.5,418.0,0
0,677,637.5,418.0,0
0,678,637.5,418.0,0
0,679,637.5,418.0,0
0,680,637.5,418.0,0
0,681,637.5,418.0,0
0,682,637.5,418.0,0
0,683,637.5,418.0,0
0,684,637.5,418.0,0
0,685,637.5,418.0,0
0,686,637.5,418.0,0
0,687,637.5,418.0,0
0,688,637.5,418.0,0
0,689,637.5,418.0,0
0,690,637.5,418.0,0
0,691,637.5,418.0,0
0,692,637.5,418.0,0
0,693,637.5,418.0,0
0,694,637.5,418.0,0
0,695,637.5,418.0,0
0,696,637.5,418.0,0
0,697,637.5,418.0,0
0,698,637.5,418.0,0
0,699,637.5,418.0,0
0,700,637.5,418.0,0
0,701,637.5,418.0,0
0,702,637.5,418.0,0
0,703,637.5,418.0,0
0,704,637.5,418.0,0
0,705,637.5,418.0,0
0,706,637.5,418.0,0
0,707,637.5,418.0,0
0,708,637.5,418.0,0
0,709,637.5,418.0,0
0,710,637.5,418.0,0
0,711,637.5,418.0,0
0,712,637.5,418.0,0
0,713,637.5,418.0,0
0,714,637.5,418.0,0
0,715,637.5,418.0,0
0,716,637.5,418.0,0
0,717,637.5,418.0,0
0,718,637.5,418.0,0
0,719,637.5,418.0,0
0,720,637.5,418.0,0
0,721,637.5,418.0,0
0,722,637.5,418.0,0
0,723,637.5,418.0,0
0,724,637.5,418.0,0
0,725,637.5,418.0,0
0,726,637.5,418.0,0
0,727,637.5,418.0,0
0,728,637.5,418.0,0
0,729,637.5,418.0,0
0,730,637.5,418.0,0
0,731,637.5,418.0,0
0,732,637.5,418.0,0
0,733,637.5,418.0,0
0,734,637.5,418.0,0
0,735,637.5,418.0,0
0,736,637.5,418.0,0
0,737,637.5,418.0,0
0,738,637.5,418.0,0
0,739,637.5,418.0,0
0,740,637.5,418.0,0
0,741,637.5,418.0,0
0,742,637.5,418.0,0
0,743,637.5,418.0,0
0,744,637.5,418.0,0
0,745,637.5,418.0,0
0,746,637.5,418.0,0
0,747,637.5,418.0,0
0,748,637.5,418.0,0
0,749,637.5,418.0,0
0,750,637.5,418.0,0
0,751,637.5,418.0,0
0,752,637.5,418.0,0
0,753,637.5,418.0,0
0,754,637.5,418.0,0
0,755,637.5,418.0,0
0,756,637.5,418.0,0
0,757,637.5,418.0,0
0,758,637.5,418.0,0
0,759,637.5,418.0,0
0,760,637.5,418.0,0
0,761,637.5,418.0,0
0,762,637.5,418.0,0
0,763,637.5,418.0,0
0,764,637.5,418.0,0
0,765,637.5,418.0,0
0,766,637.5,418.0,0
0,767,637.5,418.0,0
0,768,637.5,418.0,0
0,769,637.5,418.0,0
0,770,637.5,418.0,0
0,771,637.5,418.0,0
0,772,637.5,418.0,0
0,773,637.5,418.0,0
0,774,637.5,418.0,0
0,775,637.5,418.0,0
0,776,637.5,418.0,0
0,777,637.5,418.0,0
0,778,637.5,418.0,0
0,779,637.5,418.0,0
0,780,637.5,418.0,0
0,781,637.5,418.0,0
0,782,637.5,418.0,0
0,783,637.5,418.0,0
0,784,637.5,418.0,0
0,785,637.5,418.0,0
0,786,637.5,418.0,0
0,787,637.5,418.0,0
0,788,624.5,420.0,0
0,789,621.5,422.0,0
0,790,620.5,422.0,0
0,791,619.5,422.0,0
0,792,618.5,426.0,0
0,793,617.5,426.0,0
0,794,618.5,426.0,0
0,795,617.5,426.0,0
0,796,618.5,426.0,0
0,797,617.5,426.0,0
0,798,620.5,424.0,0
0,799,619.5,424.0,0
0,800,620.5,424.0,0
0,801,619.5,424.0,0
0,802,626.5,420.0,0
0,803,627.5,420.0,0
0,804,628.5,420.0,0
0,805,627.5,420.0,0
0,806,638.5,418.0,0
0,807,639.5,416.0,0
0,808,640.5,416.0,0
0,809,639.5,416.0,0
0,810,650.5,412.0,0
0,811,651.5,412.0,0
0,812,652.5,412.0,0
0,813,651.5,412.0,0
0,814,652.5,412.0,0
0,815,659.5,406.0,0
0,816,662.5,406.0,0
0,817,661.5,406.0,0
0,818,662.5,406.0,0
0,819,671.5,400.0,0
0,820,672.5,396.0,0
0,821,671.5,396.0,0
0,822,672.5,396.0,0
0,823,671.5,396.0,0
0,824,682.5,388.0,0
0,825,681.5,384.0,0
0,826,682.5,384.0,0
0,827,681.5,384.0,0
0,828,682.5,384.0,0
0,829,685.5,374.0,0
0,830,686.5,374.0,0
0,831,685.5,374.0,0
0,832,686.5,374.0,0
0,833,683.5,366.0,0
0,834,684.5,364.0,0
0,835,683.5,364.0,0
0,836,684.5,364.0,0
0,837,677.5,360.0,0
0,838,678.5,360.0,0
0,839,677.5,360.0,0
0,840,678.5,360.0,0
0,841,667.5,360.0,0
0,842,666.5,360.0,0
0,843,665.5,360.0,0
0,844,666.5,360.0,0
0,845,653.5,368.0,0
0,846,652.5,368.0,0
0,847,651.5,368.0,0
0,848,652.5,368.0,0
0,849,651.5,368.0,0
0,850,652.5,368.0,0
0,851,637.5,374.0,0
0,852,636.5,374.0,0
0,853,635.5,374.0,0
0,854,636.5,374.0,0
0,855,623.5,378.0,0
0,856,620.5,376.0,0
0,857,619.5,376.0,0
0,858,620.5,376.0,0
0,859,607.5,376.0,0
0,860,606.5,374.0,0
0,861,605.5,374.0,0
0,862,606.5,374.0,0
0,863,597.5,372.0,0
0,864,596.5,372.0,0
0,865,595.5,372.0,0
0,866,596.5,372.0,0
0,867,587.5,368.0,0
0,868,586.5,368.0,0
0,869,585.5,368.0,0
0,870,586.5,368.0,0
0,871,579.5,364.0,0
0,872,578.5,364.0,0
0,873,577.5,364.0,0
0,874,578.5,364.0,0
0,875,577.5,364.0,0
0,876,574.5,360.0,0
0,877,573.5,360.0,0
0,878,574.5,360.0,0
0,879,573.5,360.0,0
0,880,574.5,360.0,0
0,881,573.5,356.0,0
0,882,574.5,356.0,0
0,883,573.5,356.0,0
0,884,574.5,356.0,0
0,885,573.5,352.0,0
0,886,572.5,352.0,0
0,887,571.5,352.0,0
0,888,572.5,352.0,0
0,889,571.5,346.0,0
0,890,570.5,346.0,0
0,891,569.5,346.0,0
0,892,570.5,346.0,0
0,893,570.5,346.0,0
0,894,570.5,346.0,0
0,895,570.5,346.0,0
0,896,570.5,346.0,0
0,897,570.5,346.0,0
0,898,570.5,346.0,0
0,899,570.5,346.0,0
0,900,570.5,346.0,0
0,901,570.5,346.0,0
0,902,570.5,346.0,0
0,903,570.5,346.0,0
0,904,570.5,346.0,0
0,905,570.5,346.0,0
0,906,570.5,346.0,0
0,907,570.5,346.0,0
0,908,569.5,344.0,0
0,909,568.5,344.0,0
0,910,567.5,344.0,0
0,911,568.5,344.0,0
0,912,567.5,352.0,0
0,913,566.5,352.0,0
0,914,565.5,352.0,0
0,915,566.5,352.0,0
0,916,569.5,368.0,0
0,917,570.5,370.0,0
0,918,571.5,370.0,0
0,919,572.5,370.0,0
0,920,572.5,370.0,0
0,921,572.5,370.0,0
0,922,572.5,370.0,0
0,923,572.5,370.0,0
0,924,572.5,370.0,0
0,925,572.5,370.0,0
0,926,572.5,370.0,0
0,927,572.5,370.0,0
0,928,572.5,370.0,0
0,929,572.5,370.0,0
0,930,572.5,370.0,0
0,931,572.5,370.0,0
0,932,572.5,370.0,0
0,933,572.5,370.0,0
0,934,572.5,370.0,0
0,935,572.5,370.0,0
0,936,572.5,370.0,0
0,937,572.5,370.0,0
0,938,572.5,370.0,0
0,939,572.5,370.0,0
0,940,572.5,370.0,0
0,941,572.5,370.0,0
0,942,572.5,370.0,0
0,943,572.5,370.0,0
0,944,572.5,370.0,0
0,945,572.5,370.0,0
0,946,572.5,370.0,0
0,947,572.5,370.0,0
0,948,572.5,370.0,0
0,949,572.5,370.0,0
0,950,572.5,370.0,0
0,951,572.5,370.0,0
0,952,572.5,370.0,0
0,953,572.5,370.0,0
0,954,572.5,370.0,0
0,955,572.5,370.0,0
0,956,572.5,370.0,0
0,957,572.5,370.0,0
0,958,572.5,370.0,0
0,959,572.5,370.0,0
0,960,572.5,370.0,0
0,961,572.5,370.0,0
0,962,572.5,370.0,0
0,963,572.5,370.0,0
0,964,572.5,370.0,0
0,965,572.5,370.0,0
0,966,572.5,370.0,0
0,967,572.5,370.0,0
0,968,572.5,370.0,0
0,969,572.5,370.0,0
0,970,572.5,370.0,0
0,971,572.5,370.0,0
0,972,572.5,370.0,0
0,973,572.5,370.0,0
0,974,572.5,370.0,0
0,975,572.5,370.0,0
0,976,572.5,370.0,0
0,977,572.5,370.0,0
0,978,572.5,370.0,0
0,979,572.5,370.0,0
0,980,572.5,370.0,0
0,981,572.5,370.0,0
0,982,572.5,370.0,0
0,983,572.5,370.0,0
0,984,572.5,370.0,0
0,985,572.5,370.0,0
0,986,572.5,370.0,0
0,987,572.5,370.0,0
0,988,572.5,370.0,0
0,989,572.5,370.0,0
0,990,572.5,370.0,0
0,991,572.5,370.0,0
0,992,572.5,370.0,0
0,993,572.5,370.0,0
0,994,572.5,370.0,0
0,995,572.5,370.0,0
0,996,572.5,370.0,0
