time,frame number,x position,y position,z position
0,997,572.5,370.0,0
0,998,572.5,370.0,0
0,999,572.5,370.0,0
0,1000,572.5,370.0,0
0,1001,572.5,370.0,0
0,1002,572.5,370.0,0
0,1003,572.5,370.0,0
0,1004,572.5,370.0,0
0,1005,572.5,370.0,0
0,1006,572.5,370.0,0
0,1007,572.5,370.0,0
0,1008,572.5,370.0,0
0,1009,572.5,370.0,0
0,1010,572.5,370.0,0
0,1011,572.5,370.0,0
0,1012,572.5,370.0,0
0,1013,572.5,370.0,0
0,1014,572.5,370.0,0
0,1015,572.5,370.0,0
0,1016,572.5,370.0,0
0,1017,572.5,370.0,0
0,1018,572.5,370.0,0
0,1019,572.5,370.0,0
0,1020,572.5,370.0,0
0,1021,572.5,370.0,0
0,1022,572.5,370.0,0
0,1023,572.5,370.0,0
0,1024,572.5,370.0,0
0,1025,572.5,370.0,0
0,1026,572.5,370.0,0
0,1027,572.5,370.0,0
0,1028,572.5,370.0,0
0,1029,572.5,370.0,0
0,1030,572.5,370.0,0
0,1031,572.5,370.0,0
0,1032,572.5,370.0,0
0,1033,572.5,370.0,0
0,1034,572.5,370.0,0
0,1035,572.5,370.0,0
0,1036,572.5,370.0,0
0,1037,572.5,370.0,0
0,1038,572.5,370.0,0
0,1039,572.5,370.0,0
0,1040,572.5,370.0,0
0,1041,572.5,370.0,0
0,1042,572.5,370.0,0
0,1043,572.5,370.0,0
0,1044,572.5,370.0,0
0,1045,572.5,370.0,0
0,1046,572.5,370.0,0
0,1047,572.5,370.0,0
0,1048,572.5,370.0,0
0,1049,572.5,370.0,0
0,1050,572.5,370.0,0
0,1051,572.5,370.0,0
0,1052,572.5,370.0,0
0,1053,572.5,370.0,0
0,1054,572.5,370.0,0
0,1055,572.5,370.0,0
0,1056,572.5,370.0,0
0,1057,572.5,370.0,0
0,1058,572.5,370.0,0
0,1059,572.5,370.0,0
0,1060,572.5,370.0,0
0,1061,572.5,370.0,0
0,1062,572.5,370.0,0
0,1063,572.5,370.0,0
0,1064,572.5,370.0,0
0,1065,572.5,370.0,0
0,1066,572.5,370.0,0
0,1067,572.5,370.0,0
0,1068,572.5,370.0,0
0,1069,572.5,370.0,0
0,1070,572.5,370.0,0
0,1071,572.5,370.0,0
0,1072,572.5,370.0,0
0,1073,572.5,370.0,0
0,1074,572.5,370.0,0
0,1075,572.5,370.0,0
0,1076,572.5,370.0,0
0,1077,572.5,370.0,0
0,1078,572.5,370.0,0
